"Architecture","Dedicated","Direct_X","Integrated","L2_Cache","Manufacturer","Memory_Bandwidth","Memory_Bus","Memory_Speed","Memory_Type","Name","Notebook_GPU","Open_GL","Release_Date","Resolution_WxH","SLI_Crossfire","Shader"
"Fermi GF116-400-A1 ","Yes","DX 12.0","No",384,"Nvidia",98.4,192,1025,"GDDR5","GeForce GTX 550 Ti Asus M2D1 Edition","No","4.5","
01-May-2011 ","2560x1600","Yes","5"
"Fermi GF116-400-A1 (x2) ","Yes","DX 12.0","No",3842,"Nvidia",196.8,192,1025,"GDDR5","GeForce GTX 550 Ti Asus Edition SLI","No","4.5","
15-Mar-2011 ","2560x1600","Yes","5"
"Fermi GF116-400-A1 ","Yes","DX 12.0","No",384,"Nvidia",98.5,192,1026,"GDDR5","GeForce GTX 550 Ti Asus Edition","No","4.5","
01-Mar-2011 ","2560x1600","Yes","5"
"Fermi GF116-400-A1 ","Yes","DX 12.0","No",384,"Nvidia",98.4,192,1025,"GDDR5","GeForce GTX 550 Ti","No","4.5","
15-Mar-2011 ","2560x1600","Yes","5"
"Fermi GF116-400-A1 ","Yes","DX 12.0","No",384,"Nvidia",38.4,192,800,"DDR3","GeForce GT 545 3GB","No","4.5","
14-May-2011 ","2560x1600","Yes","5"
"Fermi GF116-400-A1 ","Yes","DX 12.0","No",384,"Nvidia",38.4,192,800,"DDR3","GeForce GT 545 1.5GB","No","4.5","
14-May-2011 ","2560x1600","Yes","5"
"Fermi GF119-300-A1 ","Yes","DX 12.0","No",128,"Nvidia",8.5,64,533,"DDR3","GeForce GT 520 Zotac Synergy 1GB Edition","No","4.5","
01-May-2011 ","2560x1600","No","5"
"Fermi GF116-400-KD-A1 ","Yes","DX 12.0","No",256,"Nvidia",63.9,128,999,"GDDR5","GeForce GT 545 (OEM)","No","4.5","
14-May-2011 ","2560x1600","Yes","5"
"Fermi GF119-300-A1 ","Yes","DX 12.0","No",128,"Nvidia",8,64,500,"DDR3","GeForce GT 520 v4","No","4.5","
20-Aug-2012 ","2560x1600","No","5"
"Fermi GF108-200-A1 ","Yes","DX 12.0","No",256,"Nvidia",14.4,64,898,"DDR3","GeForce GT 520 v3","No","4.5","
01-Feb-2012 ","2560x1600","No","5"
"Fermi GF119-300-A1 ","Yes","DX 12.0","No",128,"Nvidia",10.7,64,667,"DDR3","GeForce GT 520 Gigabyte 1GB Edition","No","4.5","
13-Apr-2011 ","2560x1600","No","5"
"Fermi GF108-300-A1 ","Yes","DX 12.0","No",256,"Nvidia",28.8,128,900,"DDR3","GeForce GT 530","No","4.5","
14-May-2011 ","2560x1600","Yes","5"
"Fermi GF108-200-A1 ","Yes","DX 12.0","No",256,"Nvidia",10.7,64,667,"DDR3","GeForce GT 520 v2","No","4.5","
01-Feb-2012 ","2560x1600","No","5"
"Fermi GF119-300-A1 ","Yes","DX 12.0","No",128,"Nvidia",14.4,64,900,"DDR3","GeForce GT 520","No","4.5","
13-Apr-2011 ","2560x1600","No","5"
"Fermi GF119-300-A1 ","Yes","DX 12.0","No",128,"Nvidia",9.6,64,600,"DDR3","GeForce GT 520 Asus Silent Low Profile 2GB Edition","No","4.5","
13-Jun-2013 ","2560x1600","No","5"
"Maxwell GM204-400-A1 ","Yes","DX 12.1","No",2048,"Nvidia",230.4,256,1800,"GDDR5","GeForce GTX 980 Zotac AMP! Omega 4GB Edition","No","4.5","
19-Sep-2014 ","5120x3200","Yes","5"
"Fermi GF119-300-A1 ","Yes","DX 12.0","No",128,"Nvidia",9.6,64,600,"DDR3","GeForce GT 520 Asus Silent Low Profile 1GB Edition","No","4.5","
13-Jun-2013 ","2560x1600","No","5"
"Maxwell GM204-400-A1 (x2) ","Yes","DX 12.1","No",20482,"Nvidia",460.8,256,1800,"GDDR5","GeForce GTX 980 Zotac AMP! Extreme 4GB Edition SLI","No","4.5","
19-Sep-2014 ","4096x2160","Yes","5"
"Fermi GF119-300-A1 ","Yes","DX 12.0","No",128,"Nvidia",8.6,64,535,"DDR3","GeForce GT 520 Gainward SilentFX 1GB Edition","No","4.5","
13-Jun-2013 ","2560x1600","No","5"
"Maxwell GM204-400-A1 ","Yes","DX 12.1","No",2048,"Nvidia",230.4,256,1800,"GDDR5","GeForce GTX 980 Zotac AMP! Extreme 4GB Edition","No","4.5","
19-Sep-2014 ","5120x3200","Yes","5"
"Maxwell GM204-400-A1 ","Yes","DX 12.1","No",2048,"Nvidia",224.4,256,1753,"GDDR5","GeForce GTX 980 Zotac 4GB Edition","No","4.5","
19-Sep-2014 ","5120x3200","Yes","5"
"Maxwell GM204-400-A1 ","Yes","DX 12.1","No",2048,"Nvidia",224.4,256,1753,"GDDR5","GeForce GTX 980 Zotac AMP! 4GB Edition","No","4.5","
19-Sep-2014 ","5120x3200","Yes","5"
"Fermi GF119-200-A1 ","Yes","DX 12.0","No",128,"Nvidia",14.4,64,898,"DDR3","GeForce 510","No","4.5","
29-Sep-2011 ","2560x1600","No","5"
"Maxwell GM200-310-A1 ","Yes","DX 12.1","No",3072,"Nvidia",336.6,384,1753,"GDDR5","GeForce GTX 980 Ti Zotac ArcticStorm 6GB Edition","No","4.5","
02-Jun-2015 ","5120x3200","Yes","5"
"Maxwell GM200-310-A1 ","Yes","DX 12.1","No",3072,"Nvidia",336.6,384,1753,"GDDR5","GeForce GTX 980 Ti Zotac AMP! 6GB Edition","No","4.5","
02-Jun-2015 ","5120x3200","Yes","5"
"Maxwell GM200-310-A1 (x2) ","Yes","DX 12.1","No",30722,"Nvidia",692.4,384,1803,"GDDR5","GeForce GTX 980 Ti Zotac AMP! Extreme 6GB Edition SLI","No","4.5","
02-Jun-2015 ","5120x3200","Yes","5"
"Maxwell GM200-310-A1 ","Yes","DX 12.1","No",3072,"Nvidia",346.2,384,1803,"GDDR5","GeForce GTX 980 Ti Zotac AMP! Extreme 6GB Edition","No","4.5","
02-Jun-2015 ","5120x3200","Yes","5"
"Maxwell GM200-310-A1 ","Yes","DX 12.1","No",3072,"Nvidia",336.6,384,1753,"GDDR5","GeForce GTX 980 Ti Zotac 6GB Edition","No","4.5","
02-Jun-2015 ","5120x3200","Yes","5"
"Maxwell GM200-310-A1 ","Yes","DX 12.1","No",3072,"Nvidia",336.6,384,1753,"GDDR5","GeForce GTX 980 Ti PNY XLR8 OC 6GB Edition","No","4.5","
07-Jul-2015 ","5120x3200","Yes","5"
"Maxwell GM200-310-A1 ","Yes","DX 12.1","No",3072,"Nvidia",336.6,384,1753,"GDDR5","GeForce GTX 980 Ti Palit Super JetStream 6GB Edition","No","4.5","
15-Jun-2015 ","5120x3200","Yes","5"
"Maxwell GM200-310-A1 ","Yes","DX 12.1","No",3072,"Nvidia",336.6,384,1753,"GDDR5","GeForce GTX 980 Ti Palit JetStream 6GB Edition","No","4.5","
02-Jun-2015 ","5120x3200","Yes","5"
"Maxwell GM200-310-A1 ","Yes","DX 12.1","No",3072,"Nvidia",336.6,384,1753,"GDDR5","GeForce GTX 980 Ti Palit 6GB Edition","No","4.5","
02-Jun-2015 ","5120x3200","Yes","5"
"Maxwell GM200-310-A1 ","Yes","DX 12.1","No",3072,"Nvidia",340.6,384,1774,"GDDR5","GeForce GTX 980 Ti MSI Gaming Golden 6GB Edition","No","4.5","
01-Oct-2015 ","5120x3200","Yes","5"
"Maxwell GM200-310-A1 ","Yes","DX 12.1","No",3072,"Nvidia",340.6,384,1774,"GDDR5","GeForce GTX 980 Ti MSI Sea Hawk 6GB Edition","No","4.5","
26-Aug-2015 ","5120x3200","Yes","5"
"Maxwell GM200-310-A1 ","Yes","DX 12.1","No",3072,"Nvidia",336.6,384,1753,"GDDR5","GeForce GTX 980 Ti MSI 6GB Edition","No","4.5","
02-Jun-2015 ","5120x3200","Yes","5"
"Maxwell GM200-310-A1 (x2) ","Yes","DX 12.1","No",30722,"Nvidia",681.6,384,1775,"GDDR5","GeForce GTX 980 Ti MSI Gaming 6GB Edition SLI","No","4.5","
02-Jun-2015 ","5120x3200","Yes","5"
"Maxwell GM200-310-A1 ","Yes","DX 12.1","No",3072,"Nvidia",340.6,384,1774,"GDDR5","GeForce GTX 980 Ti MSI Lightning 6GB Edition","No","4.5","
26-Aug-2015 ","5120x3200","Yes","5"
"Maxwell GM200-310-A1 ","Yes","DX 12.1","No",3072,"Nvidia",336.6,384,1753,"GDDR5","GeForce GTX 980 Ti MSI Armor 2X OC 6GB Edition","No","4.5","
02-Jun-2015 ","5120x3200","Yes","5"
"Maxwell GM200-310-A1 ","Yes","DX 12.1","No",3072,"Nvidia",345.6,384,1800,"GDDR5","GeForce GTX 980 Ti Inno3D iChill X4 Ultra 6GB Edition","No","4.5","
02-Jun-2015 ","5120x3200","Yes","5"
"Maxwell GM200-310-A1 ","Yes","DX 12.1","No",3072,"Nvidia",345.6,384,1800,"GDDR5","GeForce GTX 980 Ti Inno3D iChill X3 Ultra 6GB Edition","No","4.5","
02-Jun-2015 ","5120x3200","Yes","5"
"Maxwell GM200-310-A1 ","Yes","DX 12.1","No",3072,"Nvidia",345.6,384,1800,"GDDR5","GeForce GTX 980 Ti Gigabyte XTREME Water 6GB Edition","No","4.5","
11-Nov-2015 ","5120x3200","Yes","5"
"Maxwell GM200-310-A1 ","Yes","DX 12.1","No",3072,"Nvidia",340.8,384,1775,"GDDR5","GeForce GTX 980 Ti MSI Gaming 6GB Edition","No","4.5","
02-Jun-2015 ","5120x3200","Yes","5"
"Maxwell GM200-310-A1 ","Yes","DX 12.1","No",3072,"Nvidia",349.4,384,1820,"GDDR5","GeForce GTX 980 Ti Inno3D iChill Black 6GB Edition","No","4.5","
02-Jun-2015 ","5120x3200","Yes","5"
"Maxwell GM200-310-A1 ","Yes","DX 12.1","No",3072,"Nvidia",345.6,384,1800,"GDDR5","GeForce GTX 980 Ti Gigabyte XTREME 6GB Edition","No","4.5","
 11-Nov-2015 ","5120x3200","Yes","5"
"Maxwell GM200-310-A1 ","Yes","DX 12.1","No",3072,"Nvidia",336.6,384,1753,"GDDR5","GeForce GTX 980 Ti Gigabyte G1 Gaming 6GB Edition","No","4.5","
02-Jun-2015 ","5120x3200","Yes","5"
"Maxwell GM200-310-A1 ","Yes","DX 12.1","No",3072,"Nvidia",336.6,384,1753,"GDDR5","GeForce GTX 980 Ti Gigabyte 6GB Edition","No","4.5","
02-Jun-2015 ","5120x3200","Yes","5"
"Maxwell GM200-310-A1 ","Yes","DX 12.1","No",3072,"Nvidia",336.6,384,1753,"GDDR5","GeForce GTX 980 Ti Gigabyte WindForce 3X OC 6GB Edition","No","4.5","
01-Sep-2015 ","5120x3200","Yes","5"
"Maxwell GM200-310-A1 (x2) ","Yes","DX 12.1","No",30722,"Nvidia",673.2,384,1753,"GDDR5","GeForce GTX 980 Ti Gigabyte G1 Gaming 6GB Edition SLI","No","4.5","
02-Jun-2015 ","5120x3200","Yes","5"
"Maxwell GM200-310-A1 ","Yes","DX 12.1","No",3072,"Nvidia",336.6,384,1753,"GDDR5","GeForce GTX 980 Ti Galax HOF WaterCooled 6GB Edition","No","4.5","
09-Jun-2015 ","5120x3200","Yes","5"
"Maxwell GM200-310-A1 (x2) ","Yes","DX 12.1","No",30722,"Nvidia",673.2,384,1753,"GDDR5","GeForce GTX 980 Ti Gigabyte 6GB Edition SLI","No","4.5","
02-Jun-2015 ","4096x2160","Yes","5"
"Maxwell GM200-310-A1 ","Yes","DX 12.1","No",3072,"Nvidia",336.6,384,1753,"GDDR5","GeForce GTX 980 Ti EVGA Superclocked+ ACX 2.0+ 6GB Edition","No","4.5","
02-Jun-2015 ","5120x3200","Yes","5"
"Maxwell GM200-310-A1 ","Yes","DX 12.1","No",3072,"Nvidia",336.6,384,1753,"GDDR5","GeForce GTX 980 Ti Galax HOF 6GB Edition","No","4.5","
02-Jun-2015 ","5120x3200","Yes","5"
"Maxwell GM200-310-A1 (x2) ","Yes","DX 12.1","No",30722,"Nvidia",673.2,384,1753,"GDDR5","GeForce GTX 980 Ti EVGA Superclocked ACX 2.0+ 6GB Edition SLI","No","4.5","
02-Jun-2015 ","5120x3200","Yes","5"
"Maxwell GM200-310-A1 ","Yes","DX 12.1","No",3072,"Nvidia",336.6,384,1753,"GDDR5","GeForce GTX 980 Ti EVGA Superclocked ACX 2.0+ 6GB Edition","No","4.5","
02-Jun-2015 ","5120x3200","Yes","5"
"Maxwell GM200-310-A1 ","Yes","DX 12.1","No",3072,"Nvidia",336.6,384,1753,"GDDR5","GeForce GTX 980 Ti EVGA Superclocked 6GB Edition","No","4.5","
02-Jun-2015 ","5120x3200","Yes","5"
"Maxwell GM200-310-A1 ","Yes","DX 12.1","No",3072,"Nvidia",336.6,384,1753,"GDDR5","GeForce GTX 980 Ti EVGA Hydro Copper 6GB Edition","No","4.5","
02-Jun-2015 ","5120x3200","Yes","5"
"Maxwell GM200-310-A1 (x2) ","Yes","DX 12.1","No",30722,"Nvidia",673.2,384,1753,"GDDR5","GeForce GTX 980 Ti EVGA Classified ACX 2.0+ 6GB Edition SLI","No","4.5","
02-Jun-2015 ","5120x3200","Yes","5"
"Maxwell GM200-310-A1 ","Yes","DX 12.1","No",3072,"Nvidia",336.6,384,1753,"GDDR5","GeForce GTX 980 Ti Galax HOF LN2 6GB Edition","No","4.5","
02-Jun-2015 ","5120x3200","Yes","5"
"Maxwell GM200-310-A1 ","Yes","DX 12.1","No",3072,"Nvidia",340.6,384,1774,"GDDR5","GeForce GTX 980 Ti EVGA Kingpin 6GB Edition","No","4.5","
21-Jul-2015 ","5120x3200","Yes","5"
"Maxwell GM200-310-A1 ","Yes","DX 12.1","No",3072,"Nvidia",336.6,384,1753,"GDDR5","GeForce GTX 980 Ti EVGA Hybrid 6GB Edition","No","4.5","
02-Jun-2015 ","5120x3200","Yes","5"
"Maxwell GM200-310-A1 ","Yes","DX 12.1","No",3072,"Nvidia",336.6,384,1753,"GDDR5","GeForce GTX 980 Ti EVGA FTW ACX 2.0+ 6GB Edition","No","4.5","
11-Sep-2015 ","5120x3200","Yes","5"
"Maxwell GM200-310-A1 ","Yes","DX 12.1","No",3072,"Nvidia",336.6,384,1753,"GDDR5","GeForce GTX 980 Ti EVGA ACX 2.0+ 6GB Edition","No","4.5","
02-Jun-2015 ","5120x3200","Yes","5"
"Maxwell GM200-310-A1 ","Yes","DX 12.1","No",3072,"Nvidia",345.6,384,1800,"GDDR5","GeForce GTX 980 Ti Asus DirectCU III OC Strix Gaming 6GB Edition","No","4.5","
02-Jun-2015 ","5120x3200","Yes","5"
"Maxwell GM200-310-A1 ","Yes","DX 12.1","No",3072,"Nvidia",336.6,384,1753,"GDDR5","GeForce GTX 980 Ti EVGA Classified ACX 2.0+ 6GB Edition","No","4.5","
02-Jun-2015 ","5120x3200","Yes","5"
"Maxwell GM200-310-A1 ","Yes","DX 12.1","No",3072,"Nvidia",336.6,384,1753,"GDDR5","GeForce GTX 980 Ti EVGA 6GB Edition","No","4.5","
02-Jun-2015 ","5120x3200","Yes","5"
"Maxwell GM200-310-A1 ","Yes","DX 12.1","No",3072,"Nvidia",336.6,384,1753,"GDDR5","GeForce GTX 980 Ti Asus 6GB Edition","No","4.5","
02-Jun-2015 ","5120x3200","Yes","5"
"Maxwell GM204-400-A1 ","Yes","DX 12.1","No",2048,"Nvidia",224.4,256,1753,"GDDR5","GeForce GTX 980 Point of View 4GB Edition","No","4.5","
19-Sep-2014 ","5120x3200","Yes","5"
"Maxwell GM200-310-A1 (x2) ","Yes","DX 12.1","No",30722,"Nvidia",691.2,384,1800,"GDDR5","GeForce GTX 980 Ti Asus DirectCU III OC Strix Gaming 6GB SLI","No","4.5","
02-Jun-2015 ","5120x3200","Yes","5"
"Maxwell GM200-310-A1 (x2) ","Yes","DX 12.1","No",30722,"Nvidia",673.2,384,1753,"GDDR5","GeForce GTX 980 Ti 6GB SLI","No","4.5","
02-Jun-2015 ","4096x2160","Yes","5"
"Maxwell GM204-400-A1 ","Yes","DX 12.1","No",2048,"Nvidia",224.4,256,1753,"GDDR5","GeForce GTX 980 PNY XLR8 Pro OC 4GB Edition","No","4.5","
01-Jan-2015 ","5120x3200","Yes","5"
"Maxwell GM204-400-A1 ","Yes","DX 12.1","No",2048,"Nvidia",224.4,256,1753,"GDDR5","GeForce GTX 980 Palit Trio 4GB Edition","No","4.5","
01-Jun-2015 ","5120x3200","Yes","5"
"Maxwell GM200-310-A1 ","Yes","DX 12.1","No",3072,"Nvidia",336.6,384,1753,"GDDR5","GeForce GTX 980 Ti 6GB","No","4.5","
01-Jun-2015 ","5120x3200","Yes","5"
"Maxwell GM204-400-A1 ","Yes","DX 12.1","No",2048,"Nvidia",230.4,256,1800,"GDDR5","GeForce GTX 980 Palit Super JetStream 4GB Edition","No","4.5","
19-Sep-2014 ","5120x3200","Yes","5"
"Maxwell GM204-400-A1 ","Yes","DX 12.1","No",2048,"Nvidia",224.4,256,1753,"GDDR5","GeForce GTX 980 PNY 4GB Edition","No","4.5","
19-Sep-2014 ","5120x3200","Yes","5"
"Maxwell GM204-400-A1 ","Yes","DX 12.1","No",2048,"Nvidia",224.4,256,1753,"GDDR5","GeForce GTX 980 Palit JetStream 4GB Edition","No","4.5","
19-Sep-2014 ","5120x3200","Yes","5"
"Maxwell GM204-400-A1 ","Yes","DX 12.1","No",2048,"Nvidia",224.4,256,1753,"GDDR5","GeForce GTX 980 Palit 4GB Edition","No","4.5","
19-Sep-2014 ","5120x3200","Yes","5"
"Maxwell GM204-400-A1 ","Yes","DX 12.1","No",2048,"Nvidia",224.4,256,1753,"GDDR5","GeForce GTX 980 MSI OC v1 4GB Edition","No","4.5","
19-Sep-2014 ","5120x3200","Yes","5"
"Maxwell GM204-400-A1 (x2) ","Yes","DX 12.1","No",20482,"Nvidia",448.8,256,1753,"GDDR5","GeForce GTX 980 MSI Gaming 4GB Edition SLI","No","4.5","
19-Sep-2014 ","4096x2160","Yes","5"
"Maxwell GM204-400-A1 (x3) ","Yes","DX 12.1","No",20483,"Nvidia",673.2,256,1753,"GDDR5","GeForce GTX 980 MSI Gaming 4GB Edition 3-Way SLI","No","4.5","
19-Sep-2014 ","4096x2160","Yes","5"
"Maxwell GM204-400-A1 ","Yes","DX 12.1","No",2048,"Nvidia",224.4,256,1753,"GDDR5","GeForce GTX 980 MSI Armor 2X OC 4GB Edition","No","4.5","
19-Sep-2014 ","5120x3200","Yes","5"
"Maxwell GM204-400-A1 ","Yes","DX 12.1","No",2048,"Nvidia",224.4,256,1753,"GDDR5","GeForce GTX 980 MSI Gaming 4GB Edition","No","4.5","
19-Sep-2014 ","5120x3200","Yes","5"
"Maxwell GM204-400-A1 ","Yes","DX 12.1","No",2048,"Nvidia",224.4,256,1753,"GDDR5","GeForce GTX 980 Leadtek Winfast Hurricane 4GB Edition","No","4.5","
20-Oct-2014 ","5120x3200","Yes","5"
"Maxwell GM204-400-A1 ","Yes","DX 12.1","No",2048,"Nvidia",224.4,256,1753,"GDDR5","GeForce GTX 980 Leadtek WinFast 4GB Edition","No","4.5","
04-Nov-2014 ","5120x3200","Yes","5"
"Maxwell GM204-400-A1 ","Yes","DX 12.1","No",2048,"Nvidia",230.4,256,1800,"GDDR5","GeForce GTX 980 Inno3D iChill HerculeZ X4 ABU 4GB Edition","No","4.5","
19-Sep-2014 ","5120x3200","Yes","5"
"Maxwell GM204-400-A1 ","Yes","DX 12.1","No",2048,"Nvidia",224.4,256,1753,"GDDR5","GeForce GTX 980 MSI 4GB Edition","No","4.5","
19-Sep-2014 ","5120x3200","Yes","5"
"Maxwell GM204-400-A1 ","Yes","DX 12.1","No",2048,"Nvidia",227.2,256,1775,"GDDR5","GeForce GTX 980 Gigabyte XTREME 4GB Edition","No","4.5","
11-Nov-2015 ","5120x3200","Yes","5"
"Maxwell GM204-400-A1 ","Yes","DX 12.1","No",2048,"Nvidia",224.4,256,1753,"GDDR5","GeForce GTX 980 Inno3D 4GB Edition","No","4.5","
19-Sep-2014 ","5120x3200","Yes","5"
"Maxwell GM204-400-A1 ","Yes","DX 12.1","No",2048,"Nvidia",224.4,256,1753,"GDDR5","GeForce GTX 980 Inno3D iChill HerculeZ X4 Air 4GB Edition","No","4.5","
19-Sep-2014 ","5120x3200","Yes","5"
"Maxwell GM204-400-A1 ","Yes","DX 12.1","No",10242,"Nvidia",448.8,256,1753,"GDDR5","GeForce GTX 980 Gigabyte G1 Gaming 4GB Edition SLI","No","4.5","
19-Sep-2014 ","4096x2160","Yes","5"
"Maxwell GM204-400-A1 ","Yes","DX 12.1","No",2048,"Nvidia",224.4,256,1753,"GDDR5","GeForce GTX 980 Gigabyte WindForce 3X 4GB Edition","No","4.5","
19-Sep-2014 ","5120x3200","Yes","5"
"Maxwell GM204-400-A1 ","Yes","DX 12.1","No",2048,"Nvidia",224.4,256,1753,"GDDR5","GeForce GTX 980 Gigabyte G1 Gaming 4GB Edition","No","4.5","
19-Sep-2014 ","5120x3200","Yes","5"
"Maxwell GM204-400-A1 ","Yes","DX 12.1","No",2048,"Nvidia",224.4,256,1753,"GDDR5","GeForce GTX 980 Galax 4GB Edition","No","4.5","
19-Sep-2014 ","5120x3200","Yes","5"
"Maxwell GM204-400-A1 (x2) ","Yes","DX 12.1","No",20482,"Nvidia",448.8,256,1753,"GDDR5","GeForce GTX 980 EVGA Superclocked 4GB Edition SLI","No","4.5","
19-Sep-2014 ","4096x2160","Yes","5"
"Maxwell GM204-400-A1 (x2) ","Yes","DX 12.1","No",20482,"Nvidia",448.8,256,1753,"GDDR5","GeForce GTX 980 EVGA Superclocked ACX 2.0 4GB Edition SLI","No","4.5","
19-Sep-2014 ","4096x2160","Yes","5"
"Maxwell GM204-400-A1 ","Yes","DX 12.1","No",2048,"Nvidia",224.4,256,1753,"GDDR5","GeForce GTX 980 Galax SOC 4GB Edition","No","4.5","
30-Sep-2014 ","5120x3200","Yes","5"
"Maxwell GM204-400-A1 ","Yes","DX 12.1","No",2048,"Nvidia",224.4,256,1753,"GDDR5","GeForce GTX 980 Gainward 4GB Edition","No","4.5","
19-Sep-2014 ","5120x3200","Yes","5"
"Maxwell GM204-400-A1 ","Yes","DX 12.1","No",2048,"Nvidia",224.4,256,1753,"GDDR5","GeForce GTX 980 Galax HOF 4GB Edition","No","4.5","
10-Nov-2014 ","5120x3200","Yes","5"
"Maxwell GM204-400-A1 ","Yes","DX 12.1","No",2048,"Nvidia",224.4,256,1753,"GDDR5","GeForce GTX 980 EVGA Superclocked ACX 2.0 4GB Edition","No","4.5","
19-Sep-2014 ","5120x3200","Yes","5"
"Maxwell GM204-400-A1 ","Yes","DX 12.1","No",2048,"Nvidia",224.4,256,1753,"GDDR5","GeForce GTX 980 EVGA Hydro Copper 4GB Edition","No","4.5","
19-Sep-2014 ","5120x3200","Yes","5"
"Maxwell GM204-400-A1 ","Yes","DX 12.1","No",2048,"Nvidia",224.4,256,1753,"GDDR5","GeForce GTX 980 EVGA Superclocked 4GB Edition","No","4.5","
19-Sep-2014 ","5120x3200","Yes","5"
"Maxwell GM204-400-A1 ","Yes","DX 12.1","No",2048,"Nvidia",224.4,256,1753,"GDDR5","GeForce GTX 980 EVGA FTW ACX 2.0 4GB Edition","No","4.5","
19-Sep-2014 ","5120x3200","Yes","5"
"Maxwell GM204-400-A1 ","Yes","DX 12.1","No",2048,"Nvidia",224.4,256,1753,"GDDR5","GeForce GTX 980 EVGA Hybrid 4GB Edition","No","4.5","
26-Mar-2015 ","5120x3200","Yes","5"
"Maxwell GM204-400-A1 ","Yes","DX 12.1","No",2048,"Nvidia",224.4,256,1753,"GDDR5","GeForce GTX 980 EVGA 4GB Edition","No","4.5","
19-Sep-2014 ","5120x3200","Yes","5"
"Maxwell GM204-400-A1 (x2) ","Yes","DX 12.1","No",20482,"Nvidia",448.8,256,1753,"GDDR5","GeForce GTX 980 Asus Strix OC 4GB Edition SLI","No","4.5","
19-Sep-2014 ","4096x2160","Yes","5"
"Maxwell GM204-400-A1 ","Yes","DX 12.1","No",2048,"Nvidia",224.4,256,1753,"GDDR5","GeForce GTX 980 EVGA ACX 2.0 4GB Edition","No","4.5","
19-Sep-2014 ","5120x3200","Yes","5"
"Maxwell GM204-400-A1 ","Yes","DX 12.1","No",2048,"Nvidia",224.4,256,1753,"GDDR5","GeForce GTX 980 EVGA Classified ACX 2.0 4GB Edition","No","4.5","
01-Oct-2014 ","5120x3200","Yes","5"
"Maxwell GM204-400-A1 ","Yes","DX 12.1","No",2048,"Nvidia",224.4,256,1753,"GDDR5","GeForce GTX 980 EVGA Classified Kingpin ACX 2.0+ 4GB Edition","No","4.5","
06-Feb-2015 ","5120x3200","Yes","5"
"Maxwell GM204-400-A1 ","Yes","DX 12.1","No",2048,"Nvidia",224.4,256,1753,"GDDR5","GeForce GTX 980 Asus Strix OC 4GB Edition","No","4.5","
19-Sep-2014 ","5120x3200","Yes","5"
"Maxwell GM204-400-A1 ","Yes","DX 12.1","No",10242,"Nvidia",448.8,256,1753,"GDDR5","GeForce GTX 980 Asus ROG Matrix Platinum 4GB Edition SLI","No","4.5","
03-Dec-2014 ","4096x2160","Yes","5"
"Maxwell GM204-400-A1 ","Yes","DX 12.1","No",10242,"Nvidia",448.8,256,1753,"GDDR5","GeForce GTX 980 EVGA Classified ACX 2.0 4GB Edition SLI","No","4.5","
01-Oct-2014 ","4096x2160","Yes","5"
"Maxwell GM204-400-A1 ","Yes","DX 12.1","No",2048,"Nvidia",224.4,256,1753,"GDDR5","GeForce GTX 980 Asus 4GB Edition","No","4.5","
19-Sep-2014 ","5120x3200","Yes","5"
"Maxwell GM204-400-A1 (x2) ","Yes","DX 12.1","No",20482,"Nvidia",448.8,256,1753,"GDDR5","GeForce GTX 980 4GB SLI","No","4.5","
19-Sep-2014 ","4096x2160","Yes","5"
"Maxwell GM204-400-A1 (x3) ","Yes","DX 12.1","No",20483,"Nvidia",673.2,256,1753,"GDDR5","GeForce GTX 980 4GB 3-Way SLI","No","4.5","
19-Sep-2014 ","4096x2160","Yes","5"
"Maxwell GM204-400-A1 ","Yes","DX 12.1","No",2048,"Nvidia",224.4,256,1753,"GDDR5","GeForce GTX 980 4GB","No","4.5","
19-Sep-2014 ","5120x3200","Yes","5"
"Maxwell GM204-200-A1 (x2) ","Yes","DX 12.1","No",20482,"Nvidia",460.8,256,1800,"GDDR5","GeForce GTX 970 Zotac AMP! Extreme Core 4GB Edition SLI","No","4.5","
19-Sep-2014 ","4096x2160","Yes","5"
"Maxwell GM204-200-A1 ","Yes","DX 12.1","No",1792,"Nvidia",225.4,256,1761,"GDDR5","GeForce GTX 970 Zotac AMP! Omega 4GB Edition","No","4.5","
19-Sep-2014 ","5120x3200","Yes","5"
"Maxwell GM204-200-A1 ","Yes","DX 12.1","No",1792,"Nvidia",224.4,256,1753,"GDDR5","GeForce GTX 970 Zotac AMP! Omega Core 4GB Edition","No","4.5","
19-Sep-2014 ","5120x3200","Yes","5"
"Maxwell GM204-200-A1 ","Yes","DX 12.1","No",1792,"Nvidia",230.4,256,1800,"GDDR5","GeForce GTX 970 Zotac AMP! Extreme Core 4GB Edition","No","4.5","
19-Sep-2014 ","5120x3200","Yes","5"
"Maxwell GM204-200-A1 ","Yes","DX 12.1","No",1792,"Nvidia",230.4,256,1800,"GDDR5","GeForce GTX 970 Zotac AMP! Extreme 4GB Edition","No","4.5","
19-Sep-2014 ","5120x3200","Yes","5"
"Maxwell GM204-400-A1 ","Yes","DX 12.1","No",2048,"Nvidia",224.4,256,1753,"GDDR5","GeForce GTX 980 Asus ROG Poseidon 4GB Edition","No","4.5","
10-Nov-2014 ","5120x3200","Yes","5"
"Maxwell GM204-400-A1 ","Yes","DX 12.1","No",2048,"Nvidia",224.4,256,1753,"GDDR5","GeForce GTX 980 Asus ROG Matrix Gold 4GB Edition","No","4.5","
31-Mar-2015 ","5120x3200","Yes","5"
